hard_top1,hard_gap15,blank_ratio,to_llm,tp,fn,fp,tn,refusal_accuracy,false_answer_rate,over_refusal_rate,answer_accuracy,precision,f1,balanced_accuracy,n,cost
0.65,0.2,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.7,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.7,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.7,0.08,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.7,0.08,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.7,0.08,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.75,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.75,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.8,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.8,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.85,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.85,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.9,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.9,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.65,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.7,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.75,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.8,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.85,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.9,0.05,0.8,27,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27214
0.85,0.2,0.05,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.85,0.2,0.1,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.85,0.2,0.15,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.85,0.2,0.2,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.9,0.2,0.05,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.9,0.2,0.1,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.9,0.2,0.15,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.9,0.2,0.2,18,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29456
0.85,0.2,0.35,19,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29645
0.9,0.2,0.35,19,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29645
0.85,0.2,0.5,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.85,0.2,0.6,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.85,0.2,0.8,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.9,0.2,0.5,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.9,0.2,0.6,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.9,0.2,0.8,20,32,1,4,16,0.9697,0.0303,0.2,0.8,0.8889,0.9275,0.8848,53,0.29834
0.7,0.12,0.05,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.12,0.1,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.12,0.15,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.12,0.2,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.15,0.05,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.15,0.1,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.15,0.15,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.15,0.2,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.2,0.05,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.2,0.1,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.2,0.15,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.2,0.2,22,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31271
0.7,0.12,0.35,24,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31648
0.7,0.15,0.35,24,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31648
0.7,0.2,0.35,24,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31648
0.7,0.12,0.5,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.12,0.6,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.12,0.8,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.15,0.5,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.15,0.6,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.15,0.8,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.2,0.5,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.2,0.6,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
0.7,0.2,0.8,25,31,2,3,17,0.9394,0.0606,0.15,0.85,0.9118,0.9254,0.8947,53,0.31837
